ruff-0.16.1-py3-none-manylinux_2_17_x86_64.manylinux2014_x86_64.whl	11468183	39897739f112253ee4fdd2e8aa9a4f9ded99fb2be367d5f31dfa4ded6025584c
setuptools-82.0.0-py3-none-any.whl	1003468	70b18734b607bd1da571d097d236cfcfacaf01de45717d59e6e04b96877532e0
setuptools-83.0.0-py3-none-any.whl	1008090	29b23c360f22f414dc7336bb39178cc7bcbf6021ed2733cde173f09dba19abb3
six-1.17.0-py2.py3-none-any.whl	11050	4721f391ed90541fddacab5acf947aa0d3dc7d27b2e1e8eda2be8970586c3274
sympy-1.14.0-py3-none-any.whl	6299353	e091cc3e99d2141a0ba2847328f5479b05d94a6635cb96148ccb3f34671bd8f5
tabulate-0.9.0-py3-none-any.whl	35252	024ca478df22e9340661486f85298cff5f6dcdba14f3813e8830015b9ed1948f
torch-2.10.0+cpu-cp312-cp312-manylinux_2_28_x86_64.whl	188943803	ee40b8a4b4b2cf0670c6fd4f35a7ef23871af956fecb238fbf5da15a72650b1d
torchvision-0.25.0+cpu-cp312-cp312-manylinux_2_28_x86_64.whl	1928072	c1be164e93c68b2dbf460fd58975377c892dbcf3358fb72941709c3857351bba
tqdm-4.67.3-py3-none-any.whl	78374	ee1e4c0e59148062281c49d80b25b67771a127c85fc9676d3be5f243206826bf
typing_extensions-4.16.0-py3-none-any.whl	45571	481caa481374e813c1b176ada14e97f1f67a4539ce9cfeb3f350d78d6370c2e8
wheel-0.46.3-py3-none-any.whl	30557	4b399d56c9d9338230118d705d9737a2a468ccca63d5e813e2a4fc7815d8bc4d
